Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,On The Way vs ThiccWRECK,On The Way,ThiccWRECK,2,0,On The Way won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,FaZe Clan vs Match Point,FaZe Clan,Match Point,2,0,FaZe Clan won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,eUnited vs GCU Esports,eUnited,GCU Esports,2,0,eUnited won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Sakura Storm vs PremierGG,Sakura Storm,PremierGG,1,2,PremierGG won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,VT Valorant vs Triangle Offense,VT Valorant,Triangle Offense,0,2,Triangle Offense won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Version1 vs Onslaught Gaming,Version1,Onslaught Gaming,2,0,Version1 won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,T1 vs NC State Esports,T1,NC State Esports,2,0,T1 won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,ex-Serenity vs Phantom V,ex-Serenity,Phantom V,2,0,ex-Serenity won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,303 Esports vs Entourage ,303 Esports,Entourage ,2,0,303 Esports won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Built By Gamers vs IQ White,Built By Gamers,IQ White,2,0,Built By Gamers won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Brimstone Gaming vs Bad Karma Esports,Brimstone Gaming,Bad Karma Esports,2,0,Brimstone Gaming won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,TSM vs ATK Mode,TSM,ATK Mode,2,0,TSM won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Aqua vs D2E Gold,Aqua,D2E Gold,0,2,D2E Gold won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Slimy Boogermen vs Zelo,Slimy Boogermen,Zelo,2,0,Slimy Boogermen won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Elysium vs Zero MarksMen,Elysium,Zero MarksMen,2,0,Elysium won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Able Esports vs EthanK Fan Club,Able Esports,EthanK Fan Club,2,0,Able Esports won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,RIFLE CRUTCHERS vs Boys Who Cry,RIFLE CRUTCHERS,Boys Who Cry,2,0,RIFLE CRUTCHERS won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,VIRTUOSO vs Dialed In,VIRTUOSO,Dialed In,2,0,VIRTUOSO won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Penguin Sledding vs D2E Black,Penguin Sledding,D2E Black,1,2,D2E Black won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,down bad vs Waverunners,down bad,Waverunners,2,0,down bad won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,"Cloud9 vs Stay Small, Stay Second",Cloud9,"Stay Small, Stay Second",2,0,Cloud9 won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Fluid Gaming vs Valkyrie,Fluid Gaming,Valkyrie,2,0,Fluid Gaming won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Roosters vs Black Dragon Society,Roosters,Black Dragon Society,1,2,Black Dragon Society won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Envy vs Aquatik,Envy,Aquatik,2,0,Envy won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Archons vs AllKnights,Archons,AllKnights,2,0,Archons won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,beastcoast vs Radiant Roombas,beastcoast,Radiant Roombas,2,0,beastcoast won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Evil Geniuses vs Bounty Esports,Evil Geniuses,Bounty Esports,2,1,Evil Geniuses won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Spacestation Gaming vs Prism Esports,Spacestation Gaming,Prism Esports,2,0,Spacestation Gaming won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,YFP Gaming vs SDK,YFP Gaming,SDK,1,2,SDK won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Knights vs LGI,Knights,LGI,2,0,Knights won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Grapefruit Techniques vs team wide peek,Grapefruit Techniques,team wide peek,2,0,Grapefruit Techniques won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,seeker vs Goomba Squad,seeker,Goomba Squad,1,2,Goomba Squad won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Sedated vs 5G Gaming,Sedated,5G Gaming,2,0,Sedated won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,BLAHAJ vs Zero Gravity,BLAHAJ,Zero Gravity,2,1,BLAHAJ won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Equinox Esports vs GamerDuderGuys,Equinox Esports,GamerDuderGuys,2,0,Equinox Esports won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,Rise vs Onslaught Gaming Red,Rise,Onslaught Gaming Red,2,0,Rise won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 128,PROJECT X vs NBKS CENTURIONS,PROJECT X,NBKS CENTURIONS,1,2,NBKS CENTURIONS won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Complexity vs Reformed,Complexity,Reformed,2,1,Complexity won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,T1 vs Headshot Percentage,T1,Headshot Percentage,1,2,Headshot Percentage won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,NSIC vs Elevate,NSIC,Elevate,2,1,NSIC won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Ghost Gaming vs Big Backwoods,Ghost Gaming,Big Backwoods,2,1,Ghost Gaming won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,NRG Esports vs ANEW Esports,NRG Esports,ANEW Esports,2,0,NRG Esports won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Andbox vs Take Flyte,Andbox,Take Flyte,2,0,Andbox won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,FaZe Clan vs Flow State,FaZe Clan,Flow State,2,0,FaZe Clan won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Version1 vs Time In,Version1,Time In,2,0,Version1 won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Built By Gamers vs Demon Time,Built By Gamers,Demon Time,2,0,Built By Gamers won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,TSM vs D2E Gold,TSM,D2E Gold,2,0,TSM won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Slimy Boogermen vs Elysium,Slimy Boogermen,Elysium,2,1,Slimy Boogermen won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Big Frames vs Able Esports,Big Frames,Able Esports,2,0,Big Frames won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Cloud9 vs Fluid Gaming,Cloud9,Fluid Gaming,2,0,Cloud9 won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Envy vs Archons,Envy,Archons,2,0,Envy won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Equinox Esports vs Spotlight,Equinox Esports,Spotlight,2,0,Equinox Esports won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,FUNSNATCHERS vs Last Round Save,FUNSNATCHERS,Last Round Save,2,1,FUNSNATCHERS won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Carpe Noctem vs Triangle Offense,Carpe Noctem,Triangle Offense,2,0,Carpe Noctem won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,ex-Serenity vs 303 Esports,ex-Serenity,303 Esports,2,0,ex-Serenity won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Dignitas vs RIFLE CRUTCHERS,Dignitas,RIFLE CRUTCHERS,2,0,Dignitas won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Gen.G vs VIRTUOSO,Gen.G,VIRTUOSO,2,0,Gen.G won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Knights vs Grapefruit Techniques,Knights,Grapefruit Techniques,2,0,Knights won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Rise vs NBKS CENTURIONS,Rise,NBKS CENTURIONS,2,0,Rise won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,100 Thieves vs VZN,100 Thieves,VZN,2,0,100 Thieves won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Cloud9 White vs On The Way,Cloud9 White,On The Way,0,2,On The Way won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Spot Up vs Brimstone Gaming,Spot Up,Brimstone Gaming,2,0,Spot Up won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Black Dragon Society vs Hollywood Hooliganz,Black Dragon Society,Hollywood Hooliganz,1,2,Hollywood Hooliganz won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,beastcoast vs Evil Geniuses,beastcoast,Evil Geniuses,2,0,beastcoast won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Sedated vs BLAHAJ,Sedated,BLAHAJ,2,0,Sedated won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,D2E Black vs down bad,D2E Black,down bad,0,2,down bad won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Spacestation Gaming vs SDK,Spacestation Gaming,SDK,2,0,Spacestation Gaming won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,Renegades vs Goomba Squad,Renegades,Goomba Squad,2,1,Renegades won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 64,eUnited vs PremierGG,eUnited,PremierGG,2,0,eUnited won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 32,100 Thieves vs NSIC,100 Thieves,NSIC,2,0,100 Thieves won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 32,Ghost Gaming vs Complexity,Ghost Gaming,Complexity,2,0,Ghost Gaming won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 32,NRG Esports vs FUNSNATCHERS,NRG Esports,FUNSNATCHERS,2,0,NRG Esports won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 32,Andbox vs On The Way,Andbox,On The Way,2,0,Andbox won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 32,FaZe Clan vs eUnited,FaZe Clan,eUnited,2,1,FaZe Clan won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 32,Carpe Noctem vs Version1,Carpe Noctem,Version1,0,2,Version1 won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 32,Headshot Percentage vs ex-Serenity,Headshot Percentage,ex-Serenity,0,2,ex-Serenity won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 32,Built By Gamers vs Spot Up,Built By Gamers,Spot Up,2,1,Built By Gamers won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 32,TSM vs Slimy Boogermen,TSM,Slimy Boogermen,2,0,TSM won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 32,Big Frames vs Dignitas,Big Frames,Dignitas,0,2,Dignitas won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 32,Gen.G vs down bad,Gen.G,down bad,2,0,Gen.G won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 32,Cloud9 vs Hollywood Hooliganz,Cloud9,Hollywood Hooliganz,2,0,Cloud9 won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 32,Envy vs beastcoast,Envy,beastcoast,2,0,Envy won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 32,Spacestation Gaming vs Knights,Spacestation Gaming,Knights,2,1,Spacestation Gaming won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 32,Renegades vs Sedated,Renegades,Sedated,2,1,Renegades won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 32,Equinox Esports vs Rise,Equinox Esports,Rise,1,2,Rise won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 16,TSM vs Dignitas,TSM,Dignitas,2,0,TSM won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 16,NRG Esports vs Andbox,NRG Esports,Andbox,0,2,Andbox won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 16,Gen.G vs Cloud9,Gen.G,Cloud9,2,1,Gen.G won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 16,100 Thieves vs Ghost Gaming,100 Thieves,Ghost Gaming,2,0,100 Thieves won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 16,FaZe Clan vs Version1,FaZe Clan,Version1,2,1,FaZe Clan won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 16,ex-Serenity vs Built By Gamers,ex-Serenity,Built By Gamers,0,2,Built By Gamers won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 16,Renegades vs Rise,Renegades,Rise,2,1,Renegades won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Round of 16,Envy vs Spacestation Gaming,Envy,Spacestation Gaming,2,0,Envy won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Quarterfinals,100 Thieves vs Andbox,100 Thieves,Andbox,2,0,100 Thieves won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Quarterfinals,FaZe Clan vs Built By Gamers,FaZe Clan,Built By Gamers,2,1,FaZe Clan won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Quarterfinals,TSM vs Gen.G,TSM,Gen.G,1,2,Gen.G won
Champions Tour North America Stage 1: Challengers 2,Qualifier,Quarterfinals,Envy vs Renegades,Envy,Renegades,2,0,Envy won
Champions Tour North America Stage 1: Challengers 2,Main Event,Upper Bracket Quarterfinals ,Sentinels vs FaZe Clan,Sentinels,FaZe Clan,2,0,Sentinels won
Champions Tour North America Stage 1: Challengers 2,Main Event,Upper Bracket Quarterfinals ,XSET vs Envy,XSET,Envy,0,2,Envy won
Champions Tour North America Stage 1: Challengers 2,Main Event,Upper Bracket Quarterfinals ,Immortals vs Gen.G,Immortals,Gen.G,2,0,Immortals won
Champions Tour North America Stage 1: Challengers 2,Main Event,Upper Bracket Quarterfinals ,Luminosity vs 100 Thieves,Luminosity,100 Thieves,2,1,Luminosity won
Champions Tour North America Stage 1: Challengers 2,Main Event,Lower Round 1,FaZe Clan vs XSET,FaZe Clan,XSET,0,2,XSET won
Champions Tour North America Stage 1: Challengers 2,Main Event,Lower Round 1,Gen.G vs 100 Thieves,Gen.G,100 Thieves,0,2,100 Thieves won
Champions Tour North America Stage 1: Challengers 2,Main Event,Upper Bracket Semifinals,Sentinels vs Envy,Sentinels,Envy,1,2,Envy won
Champions Tour North America Stage 1: Challengers 2,Main Event,Upper Bracket Semifinals,Immortals vs Luminosity,Immortals,Luminosity,2,1,Immortals won
Champions Tour North America Stage 1: Challengers 2,Main Event,Lower Round 2,Sentinels vs 100 Thieves,Sentinels,100 Thieves,2,0,Sentinels won
Champions Tour North America Stage 1: Challengers 2,Main Event,Lower Round 2,Luminosity vs XSET,Luminosity,XSET,0,2,XSET won
Champions Tour North America Stage 1: Challengers 2,Main Event,Upper Final,Envy vs Immortals,Envy,Immortals,2,1,Envy won
Champions Tour North America Stage 1: Challengers 2,Main Event,Lower Round 3,XSET vs Sentinels,XSET,Sentinels,0,2,Sentinels won
Champions Tour North America Stage 1: Challengers 2,Main Event,Lower Final,Immortals vs Sentinels,Immortals,Sentinels,0,2,Sentinels won
Champions Tour North America Stage 1: Challengers 2,Main Event,Grand Final,Envy vs Sentinels,Envy,Sentinels,3,0,Envy won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAS,Round of 16,Procyon Team vs Rodelindo Roman esports,Procyon Team,Rodelindo Roman esports,2,1,Procyon Team won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAS,Round of 16,Aracne Esports vs Meta Gaming ,Aracne Esports,Meta Gaming ,0,2,Meta Gaming  won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAS,Round of 16,Leviatán vs Team Samurai,Leviatán,Team Samurai,2,0,Leviatán won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAS,Round of 16,Malvinas Gaming vs Feint Gaming,Malvinas Gaming,Feint Gaming,0,2,Feint Gaming won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAS,Round of 16,Black Bears vs Stampede Gaming,Black Bears,Stampede Gaming,1,2,Stampede Gaming won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAS,Round of 16,Kaos Latin Gamers vs Buscando Org,Kaos Latin Gamers,Buscando Org,0,2,Buscando Org won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAS,Round of 16,DKS Esports vs Optix,DKS Esports,Optix,0,2,Optix won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAN,Round of 16,WALTEM Gaming vs Synergy Esports,WALTEM Gaming,Synergy Esports,2,0,WALTEM Gaming won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAN,Round of 16,Phinance G vs Akave Esports,Phinance G,Akave Esports,0,2,Akave Esports won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAN,Round of 16,PÊEK Gaming vs NO ORG ,PÊEK Gaming,NO ORG ,1,2,NO ORG  won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAN,Round of 16,Kaizen Esports vs Zwan Gaming,Kaizen Esports,Zwan Gaming,2,0,Kaizen Esports won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAN,Round of 16,Skull Cracker vs Buscando Org,Skull Cracker,Buscando Org,0,2,Buscando Org won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAN,Round of 16,Arctic Gaming Mexico vs 99cents,Arctic Gaming Mexico,99cents,2,1,Arctic Gaming Mexico won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAS,Quarterfinals,Procyon Team vs Meta Gaming ,Procyon Team,Meta Gaming ,0,2,Meta Gaming  won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAS,Quarterfinals,Australs vs Leviatán,Australs,Leviatán,2,0,Australs won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAS,Quarterfinals,Feint Gaming vs Stampede Gaming,Feint Gaming,Stampede Gaming,0,2,Stampede Gaming won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAS,Quarterfinals,Buscando Org vs Optix,Buscando Org,Optix,0,2,Optix won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAN,Quarterfinals,Arctic Gaming Mexico vs Ryze Gaming,Arctic Gaming Mexico,Ryze Gaming,2,1,Arctic Gaming Mexico won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAN,Quarterfinals,Buscando Org vs Janus Esports,Buscando Org,Janus Esports,2,0,Buscando Org won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAN,Quarterfinals,NO ORG  vs Kaizen Esports,NO ORG ,Kaizen Esports,1,2,Kaizen Esports won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAN,Quarterfinals,WALTEM Gaming vs Akave Esports,WALTEM Gaming,Akave Esports,2,0,WALTEM Gaming won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAS,Semifinals,Meta Gaming  vs Australs,Meta Gaming ,Australs,4,13,Australs won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAS,Semifinals,Stampede Gaming vs Optix,Stampede Gaming,Optix,15,13,Stampede Gaming won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAS,Grand Final,Australs vs Stampede Gaming,Australs,Stampede Gaming,13,2,Australs won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAN,Semifinals,Arctic Gaming Mexico vs WALTEM Gaming,Arctic Gaming Mexico,WALTEM Gaming,13,8,Arctic Gaming Mexico won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAN,Semifinals,Kaizen Esports vs Buscando Org,Kaizen Esports,Buscando Org,8,13,Buscando Org won
Champions Tour LATAM Stage 1: Challengers 2,Open Qualifier: LAN,Grand Final,Arctic Gaming Mexico vs Buscando Org,Arctic Gaming Mexico,Buscando Org,5,13,Buscando Org won
Champions Tour LATAM Stage 1: Challengers 2,Main Event: LAS,Upper Semifinals (A),Wygers Argentina vs Meta Gaming ,Wygers Argentina,Meta Gaming ,13,3,Wygers Argentina won
Champions Tour LATAM Stage 1: Challengers 2,Main Event: LAS,Upper Semifinals (A),Furious Gaming vs Stampede Gaming,Furious Gaming,Stampede Gaming,13,3,Furious Gaming won
Champions Tour LATAM Stage 1: Challengers 2,Main Event: LAS,Upper Semifinals (B),KRÜ Esports vs Optix,KRÜ Esports,Optix,13,9,KRÜ Esports won
Champions Tour LATAM Stage 1: Challengers 2,Main Event: LAS,Lower Round 1 (A),Meta Gaming  vs Stampede Gaming,Meta Gaming ,Stampede Gaming,2,13,Stampede Gaming won
Champions Tour LATAM Stage 1: Challengers 2,Main Event: LAS,Upper Semifinals (B),9z Team vs Australs,9z Team,Australs,6,13,Australs won
Champions Tour LATAM Stage 1: Challengers 2,Main Event: LAN,Upper Semifinals (A),E-Xolos LAZER vs Kaizen Esports,E-Xolos LAZER,Kaizen Esports,13,8,E-Xolos LAZER won
Champions Tour LATAM Stage 1: Challengers 2,Main Event: LAS,Lower Round 1 (B),Optix vs 9z Team,Optix,9z Team,13,3,Optix won
