Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Quarterfinals,EZclap vs furi+4,EZclap,furi+4,2,1,EZclap won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Quarterfinals,Ax3 vs Dobeg,Ax3,Dobeg,1,2,Dobeg won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Quarterfinals,next_viigraem vs VeselieVintovki,next_viigraem,VeselieVintovki,1,2,VeselieVintovki won
Champions Tour CIS Stage 1: Challengers 2,Open Qualifier,Quarterfinals,B8 Esports vs Tactical Five,B8 Esports,Tactical Five,1,2,Tactical Five won
Champions Tour CIS Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,Natus Vincere vs EZclap,Natus Vincere,EZclap,2,1,Natus Vincere won
Champions Tour CIS Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,5MOKES vs VeselieVintovki,5MOKES,VeselieVintovki,2,0,5MOKES won
Champions Tour CIS Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,KPI Gaming vs Dobeg,KPI Gaming,Dobeg,2,0,KPI Gaming won
Champions Tour CIS Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,SMARACIS eSports vs Tactical Five,SMARACIS eSports,Tactical Five,0,2,Tactical Five won
Champions Tour CIS Stage 1: Challengers 2,Closed Qualifier,Upper Semifinals,Natus Vincere vs 5MOKES,Natus Vincere,5MOKES,0,2,5MOKES won
Champions Tour CIS Stage 1: Challengers 2,Closed Qualifier,Upper Semifinals,KPI Gaming vs Tactical Five,KPI Gaming,Tactical Five,1,2,Tactical Five won
Champions Tour CIS Stage 1: Challengers 2,Closed Qualifier,Lower Round 1,EZclap vs VeselieVintovki,EZclap,VeselieVintovki,1,2,VeselieVintovki won
Champions Tour CIS Stage 1: Challengers 2,Closed Qualifier,Lower Round 1,Dobeg vs SMARACIS eSports,Dobeg,SMARACIS eSports,2,0,Dobeg won
Champions Tour CIS Stage 1: Challengers 2,Closed Qualifier,Lower Round 2,Natus Vincere vs Dobeg,Natus Vincere,Dobeg,2,0,Natus Vincere won
Champions Tour CIS Stage 1: Challengers 2,Closed Qualifier,Upper Final,5MOKES vs Tactical Five,5MOKES,Tactical Five,2,0,5MOKES won
Champions Tour CIS Stage 1: Challengers 2,Closed Qualifier,Lower Round 2,KPI Gaming vs VeselieVintovki,KPI Gaming,VeselieVintovki,2,1,KPI Gaming won
Champions Tour CIS Stage 1: Challengers 2,Closed Qualifier,Lower Round 3,KPI Gaming vs Natus Vincere,KPI Gaming,Natus Vincere,0,2,Natus Vincere won
Champions Tour CIS Stage 1: Challengers 2,Closed Qualifier,Match 5/6,VeselieVintovki vs Dobeg,VeselieVintovki,Dobeg,1,2,Dobeg won
Champions Tour CIS Stage 1: Challengers 2,Closed Qualifier,Lower Final,Tactical Five vs Natus Vincere,Tactical Five,Natus Vincere,1,2,Natus Vincere won
Champions Tour CIS Stage 1: Challengers 2,Closed Qualifier,Grand Final,5MOKES vs Natus Vincere,5MOKES,Natus Vincere,0,3,Natus Vincere won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,FUT Esports vs Overwatch,FUT Esports,Overwatch,2,0,FUT Esports won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,OtherSide vs Mad Mare,OtherSide,Mad Mare,2,0,OtherSide won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Atlantis vs DefendYourSelf,Atlantis,DefendYourSelf,2,0,Atlantis won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Sahangiller Espor vs PCIFIC Espor,Sahangiller Espor,PCIFIC Espor,2,0,Sahangiller Espor won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,İstanbul Wildcats vs FAWES,İstanbul Wildcats,FAWES,0,2,FAWES won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Never Give Up vs ŞAKLABANLAR,Never Give Up,ŞAKLABANLAR,2,1,Never Give Up won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,blablabla vs Lose Angeles,blablabla,Lose Angeles,2,0,blablabla won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Unknownpros vs Mortal Step Up,Unknownpros,Mortal Step Up,2,0,Unknownpros won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Regnum Carya Esports vs Adini Sen Koy,Regnum Carya Esports,Adini Sen Koy,2,0,Regnum Carya Esports won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,radiant elo gatekeepers vs Fliers,radiant elo gatekeepers,Fliers,0,2,Fliers won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Team Aurora vs Cradle To Grave,Team Aurora,Cradle To Grave,2,0,Team Aurora won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Part Time Players vs Küçükçekmece Espor,Part Time Players,Küçükçekmece Espor,2,1,Part Time Players won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Eternal Fire vs 010 Esports,Eternal Fire,010 Esports,2,0,Eternal Fire won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Kafalar eSports vs Piercer Esports,Kafalar eSports,Piercer Esports,2,0,Kafalar eSports won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Axid Esports vs KBB KAGITSPOR,Axid Esports,KBB KAGITSPOR,0,2,KBB KAGITSPOR won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Team Demiral Esports vs STEP BACK,Team Demiral Esports,STEP BACK,1,2,STEP BACK won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Fenerbahçe Esports vs Young Talent Esports,Fenerbahçe Esports,Young Talent Esports,2,0,Fenerbahçe Esports won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,DEVILS 5 vs Turgutlu Belediyesi Esports,DEVILS 5,Turgutlu Belediyesi Esports,1,2,Turgutlu Belediyesi Esports won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,w0wClan vs Most Wanted,w0wClan,Most Wanted,2,0,w0wClan won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,BEDELSİZ vs Night Busters,BEDELSİZ,Night Busters,0,2,Night Busters won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Thunderbolts Gaming vs 7 States Esports,Thunderbolts Gaming,7 States Esports,2,0,Thunderbolts Gaming won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Beşiktaş Esports vs KNAVES E-SPORTS,Beşiktaş Esports,KNAVES E-SPORTS,2,0,Beşiktaş Esports won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Karagümrük Esports vs HS Rising,Karagümrük Esports,HS Rising,2,0,Karagümrük Esports won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,36NUMBER vs sharKO,36NUMBER,sharKO,2,0,36NUMBER won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Zero Zone vs Saksagan,Zero Zone,Saksagan,2,0,Zero Zone won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Merlyn Esports vs Gringo Team,Merlyn Esports,Gringo Team,1,2,Gringo Team won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Team Lixa vs Black E-Spor,Team Lixa,Black E-Spor,2,0,Team Lixa won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Surreal Esports vs BELA Esports,Surreal Esports,BELA Esports,2,0,Surreal Esports won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Looking For Organization vs mix5,Looking For Organization,mix5,0,2,mix5 won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,3 Gün Yeter vs Big Special Esports,3 Gün Yeter,Big Special Esports,2,0,3 Gün Yeter won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,VAGOS vs Team X,VAGOS,Team X,0,2,Team X won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,FUT Esports vs OtherSide,FUT Esports,OtherSide,2,1,FUT Esports won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Atlantis vs Sahangiller Espor,Atlantis,Sahangiller Espor,0,2,Sahangiller Espor won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,FAWES vs Never Give Up,FAWES,Never Give Up,2,0,FAWES won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,blablabla vs Unknownpros,blablabla,Unknownpros,2,0,blablabla won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Regnum Carya Esports vs Fliers,Regnum Carya Esports,Fliers,2,0,Regnum Carya Esports won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Team Aurora vs Part Time Players,Team Aurora,Part Time Players,2,0,Team Aurora won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Eternal Fire vs Kafalar eSports,Eternal Fire,Kafalar eSports,2,0,Eternal Fire won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,KBB KAGITSPOR vs STEP BACK,KBB KAGITSPOR,STEP BACK,2,0,KBB KAGITSPOR won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Fenerbahçe Esports vs Turgutlu Belediyesi Esports,Fenerbahçe Esports,Turgutlu Belediyesi Esports,2,0,Fenerbahçe Esports won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,w0wClan vs Night Busters,w0wClan,Night Busters,2,0,w0wClan won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Thunderbolts Gaming vs Beşiktaş Esports,Thunderbolts Gaming,Beşiktaş Esports,2,1,Thunderbolts Gaming won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Karagümrük Esports vs 36NUMBER,Karagümrük Esports,36NUMBER,0,2,36NUMBER won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Zero Zone vs Gringo Team,Zero Zone,Gringo Team,2,1,Zero Zone won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Team Lixa vs Anatolia Esports,Team Lixa,Anatolia Esports,2,0,Team Lixa won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Surreal Esports vs mix5,Surreal Esports,mix5,2,0,Surreal Esports won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,3 Gün Yeter vs Team X,3 Gün Yeter,Team X,2,0,3 Gün Yeter won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 16,FUT Esports vs Sahangiller Espor,FUT Esports,Sahangiller Espor,2,0,FUT Esports won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 16,FAWES vs blablabla,FAWES,blablabla,0,2,blablabla won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 16,Regnum Carya Esports vs Team Aurora,Regnum Carya Esports,Team Aurora,0,2,Team Aurora won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 16,Eternal Fire vs KBB KAGITSPOR,Eternal Fire,KBB KAGITSPOR,2,0,Eternal Fire won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 16,Fenerbahçe Esports vs w0wClan,Fenerbahçe Esports,w0wClan,2,0,Fenerbahçe Esports won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 16,Thunderbolts Gaming vs 36NUMBER,Thunderbolts Gaming,36NUMBER,2,0,Thunderbolts Gaming won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 16,Zero Zone vs Team Lixa,Zero Zone,Team Lixa,2,1,Zero Zone won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 16,Surreal Esports vs 3 Gün Yeter,Surreal Esports,3 Gün Yeter,2,1,Surreal Esports won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Quarterfinals,FUT Esports vs blablabla,FUT Esports,blablabla,2,0,FUT Esports won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Quarterfinals,Team Aurora vs Eternal Fire,Team Aurora,Eternal Fire,2,1,Team Aurora won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Quarterfinals,Fenerbahçe Esports vs Thunderbolts Gaming,Fenerbahçe Esports,Thunderbolts Gaming,0,2,Thunderbolts Gaming won
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Quarterfinals,Surreal Esports vs Zero Zone,Surreal Esports,Zero Zone,2,0,Surreal Esports won
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,Fire Flux Esports vs Team Aurora,Fire Flux Esports,Team Aurora,2,0,Fire Flux Esports won
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,Galakticos vs Surreal Esports,Galakticos,Surreal Esports,0,2,Surreal Esports won
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,BBL Esports vs Thunderbolts Gaming,BBL Esports,Thunderbolts Gaming,2,0,BBL Esports won
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,Galatasaray Esports vs FUT Esports,Galatasaray Esports,FUT Esports,1,2,FUT Esports won
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Semifinals,Fire Flux Esports vs Surreal Esports,Fire Flux Esports,Surreal Esports,2,0,Fire Flux Esports won
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Semifinals,BBL Esports vs FUT Esports,BBL Esports,FUT Esports,0,2,FUT Esports won
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 1,Team Aurora vs Galakticos,Team Aurora,Galakticos,1,2,Galakticos won
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 1,Thunderbolts Gaming vs Galatasaray Esports,Thunderbolts Gaming,Galatasaray Esports,1,2,Galatasaray Esports won
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Final,Fire Flux Esports vs FUT Esports,Fire Flux Esports,FUT Esports,1,2,FUT Esports won
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 2,BBL Esports vs Galakticos,BBL Esports,Galakticos,2,0,BBL Esports won
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 2,Surreal Esports vs Galatasaray Esports,Surreal Esports,Galatasaray Esports,2,0,Surreal Esports won
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 3,BBL Esports vs Surreal Esports,BBL Esports,Surreal Esports,2,1,BBL Esports won
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Match 5/6,Galakticos vs Galatasaray Esports,Galakticos,Galatasaray Esports,1,2,Galatasaray Esports won
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Final,Fire Flux Esports vs BBL Esports,Fire Flux Esports,BBL Esports,0,2,BBL Esports won
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Grand Final,FUT Esports vs BBL Esports,FUT Esports,BBL Esports,1,3,BBL Esports won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team BDS vs MIX,Team BDS,MIX,2,0,Team BDS won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,who cars? vs Mercury,who cars?,Mercury,2,0,who cars? won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,YMCA Esports vs Overpowered Esports,YMCA Esports,Overpowered Esports,2,1,YMCA Esports won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,MAZE Esports vs Macbernick,MAZE Esports,Macbernick,0,2,Macbernick won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Motif Esports vs Good Morning,Motif Esports,Good Morning,0,2,Good Morning won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Ovation eSports vs Mkers,Ovation eSports,Mkers,2,0,Ovation eSports won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,BulletProof vs Abstruse,BulletProof,Abstruse,0,2,Abstruse won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,19esports vs Megastitut,19esports,Megastitut,2,1,19esports won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Capybaras vs JinxIt,Capybaras,JinxIt,2,1,Capybaras won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Amazing vs Whisper,Amazing,Whisper,2,1,Amazing won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Rix.GG Thunder vs Movistar Riders,Rix.GG Thunder,Movistar Riders,2,1,Rix.GG Thunder won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Purple Team vs EzLoot,Purple Team,EzLoot,2,0,Purple Team won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Silent Fraggers vs HorYjin,Silent Fraggers,HorYjin,2,1,Silent Fraggers won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,EX0TIK GAMING vs 325 on the dashboard,EX0TIK GAMING,325 on the dashboard,2,0,EX0TIK GAMING won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Straight Outta Retirement vs Team Three,Straight Outta Retirement,Team Three,2,0,Straight Outta Retirement won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ROYALS vs 404 Multigaming,ROYALS,404 Multigaming,2,0,ROYALS won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team Name vs Valorando,Team Name,Valorando,0,2,Valorando won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Finest vs Panda Express,Finest,Panda Express,2,0,Finest won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,MDS Factory vs H2O,MDS Factory,H2O,0,2,H2O won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Rix.GG Lightning vs Klanik Esport,Rix.GG Lightning,Klanik Esport,0,2,Klanik Esport won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Anonymo Esports vs Mighty Meerkats,Anonymo Esports,Mighty Meerkats,2,0,Anonymo Esports won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Karma Clan vs EU Reject$,Karma Clan,EU Reject$,0,2,EU Reject$ won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Fpalix vs Marvel's Avengers,Fpalix,Marvel's Avengers,2,0,Fpalix won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,PASCHKA vs Kum Gaming,PASCHKA,Kum Gaming,2,1,PASCHKA won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Into The Breach Protocol vs Vulpine Esports,Into The Breach Protocol,Vulpine Esports,2,0,Into The Breach Protocol won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,TBA22 vs Nxiz,TBA22,Nxiz,2,1,TBA22 won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Bifrost vs InTenZive,Bifrost,InTenZive,2,0,Bifrost won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,KOI vs EX-Killabeez,KOI,EX-Killabeez,2,0,KOI won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,PSQ Rising vs VAMOS eSports,PSQ Rising,VAMOS eSports,1,2,VAMOS eSports won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Team 86 vs Dora Zez,Team 86,Dora Zez,2,0,Team 86 won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,dogsafari vs ALTY,dogsafari,ALTY,2,1,dogsafari won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,need more DM vs Praeditus Gaming,need more DM,Praeditus Gaming,2,0,need more DM won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,FOXUP Esports vs banana boys,FOXUP Esports,banana boys,0,2,banana boys won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Bald Wheelchair vs Retired Flavour,Bald Wheelchair,Retired Flavour,0,2,Retired Flavour won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,MAJTKOMAT vs Social Kingdom Target,MAJTKOMAT,Social Kingdom Target,2,0,MAJTKOMAT won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,bref vs junummer,bref,junummer,2,0,bref won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,X9tion vs CurryGold,X9tion,CurryGold,0,2,CurryGold won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Hexis Exito Phoenix vs Esport Generation,Hexis Exito Phoenix,Esport Generation,0,2,Esport Generation won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Incognito vs I FALLITI,Incognito,I FALLITI,2,0,Incognito won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Capacitanes vs Digitroni Esports,Capacitanes,Digitroni Esports,2,0,Capacitanes won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,KVM Esports vs Team Heretics,KVM Esports,Team Heretics,1,2,Team Heretics won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,CGN Esports vs NEXUS,CGN Esports,NEXUS,2,0,CGN Esports won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Static vs PENTA,Static,PENTA,0,2,PENTA won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,ADEPTS vs ExtraOrdinary,ADEPTS,ExtraOrdinary,0,2,ExtraOrdinary won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,KovaakLegends vs Polonez,KovaakLegends,Polonez,0,2,Polonez won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,WATAHA vs Zerance,WATAHA,Zerance,2,0,WATAHA won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Pendragon Esports vs Sicario,Pendragon Esports,Sicario,0,2,Sicario won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Insight Gaming vs Dame Time,Insight Gaming,Dame Time,0,2,Dame Time won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Display Porters vs Sissi State Punks,Display Porters,Sissi State Punks,0,2,Sissi State Punks won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,blaendet vs SunnyBeach,blaendet,SunnyBeach,0,2,SunnyBeach won
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Big Blue Charizard vs Asteria Gaming,Big Blue Charizard,Asteria Gaming,2,0,Big Blue Charizard won
